SPECIES_ID,SCIENTIFIC_NAME,COMMON_NAME,PACFIN_CODE,SPECIES_CODE,ACTIVE,NOTES,
10292,Chitonotus pugetensis,Roughback Sculpin,ROSC,414,,PACFIN_CODE was previously null.,
10627,Amblyraja badia,Roughshoulder/Broad Skate,ROSK,1235,,PACFIN_CODE was previously null.,
10363,Clidoderma asperrimum,Roughscale Sole,ROSO,114,,PACFIN_CODE was previously null.,
10375,Urobatis halleri,Round Stingray,ROST,560,,PACFIN_CODE was previously null.,
10250,Sebastes rosaceus,Rosy Rockfish,ROSY,312,,,
10273,Roundfish unid,Roundfish Unid,ROUU,200,,PACFIN_CODE was previously null.,
10603,Halichoeres semicinctus,Rock Wrasse,ROWR,1213,,PACFIN_CODE was previously null.,
10362,Lepidopsetta,Rock Sole,RSOL,104,,,
10249,Sebastes helvomaculatus,Rosethorn Rockfish,RSTN,309,,,
10159,Gavia stellata,Red-throated Loon,RTLO,939,,PACFIN_CODE was previously null.,
10387,Rhacochilus toxotes,Rubberlip Surfperch,RUSU,637,,PACFIN_CODE was previously null.,
10493,Anoplopoma fimbria,Sablefish,SABL,203,,,
10275,Clypeasteroida,Sand Dollar Unid,SADU,40,,PACFIN_CODE was previously null.,
10108,Neoclinus blanchardi,Sarcastic Fringehead,SAFR,436,,PACFIN_CODE was previously null.,
10675,Velella velella,Sail Jellyfish,SAJE,1276,,PACFIN_CODE was previously null.,
10673,Thaliacea,Salp Unid,SALP,1275,,PACFIN_CODE was previously null.,
10274,Oncorhynchus,Salmon Unid,SALU,220,,PACFIN_CODE was previously null.,
10607,Anisotremus davidsonii,Sargo,SARG,1217,,PACFIN_CODE was previously null.,
10635,Lamna ditropis,Salmon Shark,SARK,1243,,PACFIN_CODE was previously null.,
10338,Bathyraja kincaidii,Sandpaper Skate,SASK,555,,PACFIN_CODE was previously null.,
10085,Delphinus delphis,Short-beaked Common Dolphin,SBCD,1014,,PACFIN_CODE was previously null.,
10253,Sebastes jordani,Shortbelly Rockfish,SBLY,318,,,
10035,Mesoplodon stejnegeri,Stejnegers Beaked Whale,SBWH,1007,,PACFIN_CODE was previously null.,
10665,Trichiuridae,Scabbardfishes/Cutlassfishes Unid,SCAU,1268,,PACFIN_CODE was previously null.,
10059,Lithodes couesi,Scarlet King Crab,SCCR,16,,,
10282,Melanostomiinae,Scaleless Dragonfish Unid,SCDU,790,,PACFIN_CODE was previously null.,
10341,Alepocephalidae,Slickhead Unid,SCKU,162,,PACFIN_CODE was previously null.,
10298,Cottidae,Sculpin Unid,SCLP,400,,,
10284,Scorpaena guttata,California Scorpionfish,SCOR,423,,,
10278,Citharichthys,Sanddab Unid,SDAB,136,,,
10283,Stomiinae,Scaly Dragonfish Unid,SDRU,791,,PACFIN_CODE was previously null.,
10667,Ceratiidae,Seadevils,SEAD,1270,,PACFIN_CODE was previously null.,
10304,Phocidae,Seal Unid,SEAL,1030,,PACFIN_CODE was previously null.,
10078,Holothuroidea,Sea Cucumber Unid,SECU,41,,PACFIN_CODE was previously null.,
10301,Otariidae,Sea Lion Unid,SELU,1026,,PACFIN_CODE was previously null.,
10302,Enhydra lutris,Sea Otter,SEOT,1027,,PACFIN_CODE was previously null.,
10652,Renillidae,Sea Pansies,SEPA,1255,,PACFIN_CODE was previously null.,
10653,Pennatulacea,Sea Pens,SEPE,1256,,PACFIN_CODE was previously null.,
10252,Sebastes melanosema,Semaphore Rockfish,SERF,375,,PACFIN_CODE was previously null.,
10306,Oxyjulis californica,Senorita Senorita,SESE,793,,PACFIN_CODE was previously null.,
10612,Notorynchus cepedianus,Sevengill Shark,SESH,1220,,PACFIN_CODE was previously null.,
10417,Balaenoptera borealis,Sei Whale,SEWH,1040,,PACFIN_CODE was previously null.,
10431,Globicephala macrorhynchus,Short-finned Pilot Whale,SFPW,1041,,PACFIN_CODE was previously null.,
10049,Zaniolepis frenata,Shortspine Combfish,SHCO,691,,PACFIN_CODE was previously null.,
10581,Loxorhynchus grandis,Sheep Crab,SHCR,884,,PACFIN_CODE was previously null.,
10601,Puffinus,Shearwater Unid,SHEU,997,,PACFIN_CODE was previously null.,
10614,Caelorinchus scaphopsis,Shoulderspot Grenadier,SHGR,1222,,PACFIN_CODE was previously null.,
10127,Rhinobatos productus,Shovelnose Guitarfish,SHGU,181,,PACFIN_CODE was previously null.,
10329,Semicossyphus pulcher,California Sheephead,SHPD,794,,,
10325,Squaliformes,Shark Unid,SHRK,65,,Changed from OSRK,
10251,Sebastes zacentrus,Sharpchin Rockfish,SHRP,304,,,
10441,Caridea,Shrimp Unid,SHRU,70,,PACFIN_CODE was previously null.,
10296,Dasycottus setiger,Spinyhead Sculpin,SHSC,418,,PACFIN_CODE was previously null.,
10388,Cymatogaster aggregata,Shiner Surfperch,SHSU,638,,PACFIN_CODE was previously null.,
10389,Hyperprosopon ellipticum,Silver Surfperch,SISC,639,,PACFIN_CODE was previously null.,
10429,Hexanchus griseus,Sixgill Shark,SIXG,78,,PACFIN_CODE was previously null.,
10063,Paralithodes rathbuni,Spiny King Crab,SKCB,8,,PACFIN_CODE was previously null.,
10582,Neolithodes diomedeae,Spiky King Crab,SKCR,885,,PACFIN_CODE was previously null.,
10671,Erilepis zonifer,Skilfish,SKILF,1274,,PACFIN_CODE was previously null.,
10664,Caprellidae,Skeleton shrimp unid,SKSU,1267,,PACFIN_CODE was previously null.,
10679,Stercorarius maccormicki,South Polar Skua,SKUA,1280,,PACFIN_CODE was previously null.,
10554,Halargyreus johnsonii,Slender Codling,SLCO,860,,PACFIN_CODE was previously null.,
10622,Acantholithodes hispidus,Spiny Lithode Crab,SLCR,1230,,PACFIN_CODE was previously null.,
10255,Sebastes brevispinis,Silvergray Rockfish,SLGR,310,,,
10365,Lyopsetta exilis,Slender Sole,SLNS,111,,,
10595,Palinuridae,Spiny Lobster Unid,SLOB,891,,PACFIN_CODE was previously null.,
10295,Radulinus asprellus,Slim Sculpin,SLSC,417,,PACFIN_CODE was previously null.,
10617,Nezumia liolepis,Smooth Grenadier,SMGR,1224,,PACFIN_CODE was previously null.,
10502,Osmeridae,Smelt Unid,SMLT,602,,,
10625,Mobula thurstoni,Smoothtail Mobula,SMMO,1233,,PACFIN_CODE was previously null.,
10195,Xeneretmus leiops,Smootheye Poacher,SMPO,462,,PACFIN_CODE was previously null.,
10369,Tetragonurus cuvieri,Smalleye Squaretail,SMSQ,270,,PACFIN_CODE was previously null.,
10550,Kathetostoma averruncus,Smooth Stargazer,SMST,857,,PACFIN_CODE was previously null.,
10565,Lycenchelys crotalinus,Snakehead Eelpout,SNAU,868,,PACFIN_CODE was previously null.,
10346,Astronesthinae,Snaggletooth Unid,SNGU,795,,PACFIN_CODE was previously null.,
10604,Nemichthyidae,Snipe Unid Eel,SNIU,1214,,PACFIN_CODE was previously null.,
10352,Liparidae,Snailfish Unid,SNLU,500,,PACFIN_CODE was previously null.,
10257,Sebastes diploproa,Splitnose Rockfish,SNOS,315,,,
10185,Cosmocampus arctus,Snubnose Pipefish,SNPI,186,,PACFIN_CODE was previously null.,
10681,Charadrius alexandrinus,Snowy Plover,SNPO,1282,,PACFIN_CODE was previously null.,
10438,Oncorhynchus nerka,Sockeye [Red] Salmon,SOCK,224,,,
10589,Alcyoniina,Soft Coral,SOCO,1203,,PACFIN_CODE was previously null.,
10099,Bothrocara molle,Soft Eelpout,SOEE,263,,PACFIN_CODE was previously null.,
10615,Malacocephalus laevis,Softhead Grenadier,SOGR,1223,,PACFIN_CODE was previously null.,
10586,Solenogastres,Solenogastres Unid,SOLU,1207,,PACFIN_CODE was previously null.,
10500,Puffinus griseus,Sooty Shearwater,SOSH,956,,PACFIN_CODE was previously null.,
10682,Zalieutes elater,Spotted Batfish,SPBA,1283,,PACFIN_CODE was previously null.,
10075,Roncador stearnsi,Spotfin Croaker,SPCR,726,,PACFIN_CODE was previously null.,
10676,Diretmidae,Spinyfins,SPFI,1277,,PACFIN_CODE was previously null.,
10654,Scleraxonia,Spongy Gorgonians,SPGO,1257,,PACFIN_CODE was previously null.,
10256,Sebastes ovalis,Speckled Rockfish,SPKL,376,,,
10475,Porichthys myriaster,Specklefin Midshipman,SPMI,665,,PACFIN_CODE was previously null.,
10623,Mobula japanica,Spinetail Mobula,SPMO,1232,,PACFIN_CODE was previously null.,
10366,Porifera,Sponge Unid,SPOU,26,,PACFIN_CODE was previously null.,
10333,Pandalus platyceros,Spot Prawn,SPRW,76,,,
10532,Icelinus tenuis,Spotfin Sculpin,SPSC,419,,PACFIN_CODE was previously null.,
10708,Bellator xenisma,Splitnose Searobin,SPSE,1300,,PACFIN_CODE was previously null.,
10390,Hyperprosopon anale,Spotfin Surfperch,SPSU,640,,PACFIN_CODE was previously null.,
10404,Pleuronichthys ritteri,Spotted Turbot,SPTU,123,,PACFIN_CODE was previously null.,
10420,Physeter macrocephalus,Sperm Whale,SPWH,1042,,PACFIN_CODE was previously null.,
10520,Teuthida,Squid Unid,SQID,50,,,
10596,Galatheidae,Squat Lobster Unid,SQLU,890,,PACFIN_CODE was previously null.,
10258,Sebastes hopkinsi,Squarespot Rockfish,SQRS,377,,,
10254,Sebastes borealis,Shortraker Rockfish,SRKR,326,,,
10427,Sebastes Shortraker/Rougheye/Blackspotted,Shortraker/Rougheye/Blackspotted Rockfish,SRRF,354,,PACFIN_CODE was previously null.,
10027,Paralabrax maculatofasciatus,Spotted Sand Bass,SSBA,478,,PACFIN_CODE was previously null.,
10293,Clinocottus acuticeps,Sharpnose Sculpin,SSCL,415,,,
10277,Citharichthys stigmaeus,Speckled Sanddab,SSDB,126,,,
10638,Mustelus Sp.,Smoothhound Shark Unid,SSKU,1246,,PACFIN_CODE was previously null.,
10519,Gastropoda,Sea Snail Unid,SSNU,30,,PACFIN_CODE was previously null.,
10364,Psettichthys melanostictus,Sand Sole,SSOL,115,,,
10491,Sebastolobus alascanus,Shortspine Thornyhead,SSPN,350,,,
10196,Agonopsis sterletus,Southern Spearnose Poacher,SSPO,463,,PACFIN_CODE was previously null.,
10593,Pycnogonida,Sea Spider Unid,SSPU,889,,PACFIN_CODE was previously null.,
10428,Ascidiacea,Sea Squirts Unid,SSQU,47,,PACFIN_CODE was previously null.,
10323,Galeorhinus galeus,Soupfin Shark,SSRK,64,,,
10294,Blepsias cirrhosus,Silverspotted Sculpin,SSSC,416,,PACFIN_CODE was previously null.,
10507,Asteroidea,Sea Star Unid,SSTU,20,,PACFIN_CODE was previously null.,
10010,Diomedea albatrus,Short-tailed Albatross,STAL,950,,PACFIN_CODE was previously null.,
10259,Sebastes constellatus,Starry Rockfish,STAR,378,,,
10591,Scleractinia,Stony Coral,STCO,1204,,PACFIN_CODE was previously null.,
10089,Stenella coeruleoalba,Striped Dolphin,STDO,1015,,PACFIN_CODE was previously null.,
10469,Gibbonsia metzi,Striped Kelpfish,STKE,741,,PACFIN_CODE was previously null.,
10444,Oncorhynchus mykiss,Steelhead [Rainbow Trout],STLH,226,,,
10476,Mugil cephalus,Striped Mullet,STMU,156,,PACFIN_CODE was previously null.,
10512,Euthynnus lineatus,Skipjack Tuna,STNA,713,,,
10480,Podothecus acipenserinus,Sturgeon Poacher,STOP,452,,PACFIN_CODE was previously null.,
10197,Bathyagonus infraspinatus,Spinycheek Starnose Poacher,STPO,464,,PACFIN_CODE was previously null.,
10379,Hydrobatidae,Storm-Petrel Unid,STPU,958,,PACFIN_CODE was previously null.,
10448,Morone saxatilis,Striped Bass,STRB,479,,PACFIN_CODE was previously null.,
10260,Sebastes saxicola,Stripetail Rockfish,STRK,328,,,
10270,Rathbunella hypoplecta,Stripefin Ronquil,STRO,242,,PACFIN_CODE was previously null.,
10107,Platichthys stellatus,Starry Flounder,STRY,142,,,
10327,Puffinus tenuirostris,Short-tailed Shearwater,STSH,957,,PACFIN_CODE was previously null.,
10339,Raja stellulata,Starry Skate,STSK,556,,PACFIN_CODE was previously null.,
10497,Eumetopias jubatus,Steller Sea Lion,STSL,1025,,PACFIN_CODE was previously null.,
10391,Embiotoca lateralis,Striped Surfperch,STSU,641,,PACFIN_CODE was previously null.,
10381,Acipenser,Sturgeon Unid,STUU,230,,PACFIN_CODE was previously null.,
10344,Hypomesus pretiosus,Surf Smelt,SUME,177,,PACFIN_CODE was previously null.,
10392,Embiotocidae,Surfperch Unid,SURU,642,,PACFIN_CODE was previously null.,
10324,Cephaloscyllium ventriosum,Swell Shark,SWSH,587,,PACFIN_CODE was previously null.,
10261,Sebastes ensifer,Swordspine Rockfish,SWSP,379,,,
10048,Microgadus proximus,Pacific Tom Cod,TCOD,209,,,
10454,Chionoecetes spp.,Tanner Unid Crab,TCRB,3,,,
10492,Sebastolobus,Shortspine/ Longspine Thornyhead,THDS,349,,,
10522,Platyrhinoidis triseriata,Thornback,THOR,557,,PACFIN_CODE was previously null.,
10684,Alopias,Thresher Shark Unid,THRS,1285,,PACFIN_CODE was previously null.,
10496,Paricelinus hopliticus,Thornback Sculpin,THSC,420,,PACFIN_CODE was previously null.,
10523,Talismania bifurcata,Threadfin Slickhead,THSL,161,,PACFIN_CODE was previously null.,
10262,Sebastes nigrocinctus,Tiger Rockfish,TIGR,329,,,
10297,Icelinus filamentosus,Threadfin Sculpin,TNSC,421,,PACFIN_CODE was previously null.,
10345,Atherinops affinis,Top Smelt,TOSM,178,,PACFIN_CODE was previously null.,
10263,Sebastes serriceps,Treefish Rockfish,TREE,380,,,
10312,Alopias vulpinus,Common Thresher Shark,TSRK,577,,,
10071,Chionoecetes tanneri,Tanneri Tanner Crab,TTCR,18,,PACFIN_CODE was previously null.,
10397,Platytroctidae,Tubeshoulder Unid,TUBU,807,,PACFIN_CODE was previously null.,
10445,Tunicata,Tunicata Unid,TUNU,49,,PACFIN_CODE was previously null.,
10198,Pallasina barbata,Tubenose Poacher,TUPO,465,,PACFIN_CODE was previously null.,
10207,Fratercula cirrhata,Tufted Puffin,TUPU,992,,PACFIN_CODE was previously null.,
10409,Chelonidae,Turtle Unid,TURU,1070,,PACFIN_CODE was previously null.,
10100,Bothrocara brunneum,Twoline Eelpout,TWEE,253,,PACFIN_CODE was previously null.,
10137,Myxinidae,Hagfish Unid,UHAG,77,,,
10689,Umbelluilidae sp.,Umbelluilidae sp.,UMBE,1290,,PACFIN_CODE was previously null.,
10583,Cryptolithodes ssp,Umbrella Unid Crab,UMCR,886,,PACFIN_CODE was previously null.,
10172,Mollusca,Mollusk Unid,UMSK,34,,,
10205,Stichaeidae,Prickleback Unid,UPRK,750,,PACFIN_CODE was previously null.,
10430,Echinoidea,Urchin Unid,URCH,54,,PACFIN_CODE was previously null.,
10703,Parastichopus californicus,CA Sea Cucumber,USCU,1293,,,
10340,Rajidae,Skate Unid,USKT,90,,,
10413,Chauliodontinae,Viperfish Unid,VIPE,805,,PACFIN_CODE was previously null.,
10265,Sebastes miniatus,Vermilion Rockfish,VRML,331,,,
10101,Lycodes palearis,Wattled Eelpout,WAEE,251,,PACFIN_CODE was previously null.,
10200,Chesnonia verrucosa,Warty Poacher,WAPO,466,,PACFIN_CODE was previously null.,
10393,Hyperprosopon argenteum,Walleye Surfperch,WASU,643,,PACFIN_CODE was previously null.,
10028,Atractoscion nobilis,White Seabass,WBAS,481,,,
10456,Genyonemus lineatus,White Croaker,WCRK,728,,,
10266,Sebastes entomelas,Widow Rockfish,WDOW,305,,,
10423,Anarrhichthys ocellatus,Wolf-eel,WEEL,780,,,
10114,Aechmophorus occidentalis,Western Grebe,WEGR,943,,PACFIN_CODE was previously null.,
10466,Larus occidentalis,Western Gull,WEGU,982,,PACFIN_CODE was previously null.,
10422,Cetacea,Whale Unid,WHAL,1043,,PACFIN_CODE was previously null.,
10121,Hexagrammos stelleri,Whitespotted Greenling,WHGR,391,,PACFIN_CODE was previously null.,
10640,Saccopharyngidae,Whiptail Gulper Unid,WHGU,1248,,PACFIN_CODE was previously null.,
10521,Poroclinus rothrocki,Whitebarred Prickleback,WHPI,273,,PACFIN_CODE was previously null.,
10526,Bathyraja spinosissima,White Skate,WHSK,558,,PACFIN_CODE was previously null.,
10541,Allosmerus elongatus,Whitebait Smelt,WHSM,613,,PACFIN_CODE was previously null.,
10394,Phanerodon furcatus,White Surfperch,WHSU,644,,PACFIN_CODE was previously null.,
10174,Mud,"Kelp, Rocks, Wood, etc Mud",WOOD,666,,PACFIN_CODE was previously null.,
10594,Annelida,Worm Unid,WORM,1209,,PACFIN_CODE was previously null.,
10425,Cryptacanthodidae,Wrymouth Unid,WRYU,799,,PACFIN_CODE was previously null.,
10704,Parastichopus parvimensis,Warty Sea Cucumber,WSCU,1294,,PACFIN_CODE was previously null.,
10380,Acipenser transmontanus,White Sturgeon,WSTG,232,,,
10584,Portunus xantusii,Xantus Swimming Crab,XSCR,887,,PACFIN_CODE was previously null.,
10620,Coryphaenoides yaquinae,Yaquina Grenadier,YAGR,1228,,PACFIN_CODE was previously null.,
10076,Umbrina roncador,Yellowfin Croaker,YECR,729,,PACFIN_CODE was previously null.,
10145,Seriola lalandi,Yellowtail Jack,YEJA,698,,PACFIN_CODE was previously null.,
10299,Icelinus quadriseriatus,Yellowchin Sculpin,YESC,422,,PACFIN_CODE was previously null.,
10267,Sebastes ruberrimus,Yelloweye Rockfish,YEYE,322,,,
10268,Sebastes reedi,Yellowmouth Rockfish,YMTH,320,,,
10072,Cancer anthonyi,Yellow Rock Crab,YRCR,11,,PACFIN_CODE was previously null.,
10400,Thunnus albacares,Yellowfin Tuna,YTNA,714,,,
10269,Sebastes flavidus,Yellowtail Rockfish,YTRK,321,,,
10371,Gorgonocephalus eucnemis,Basket Starfish,,21,0,,
10347,Careproctus melanurus,Blacktail Snailfish,,501,0,,
10426,Bivalvia,Clam Unid,,29,0,,
10178,Enteroctopus dofleini,Common/Giant Pacific Octopus,,61,0,,
10501,Pandalus danae,Coonstripe Shrimp,,71,0,,
10558,Crangon communis,Crangon Shrimp,,863,0,,
10561,Pasiphaea tarda,Crimson Pasiphaeid Shrimp,,865,0,,
10313,Squalus sp.,Dogfish Shark Unid,,578,0,,
10559,Opisthoteuthis californiana,Flapjack Devilfish,,864,0,,
10097,Lycenchelys crotalinus,Flatcheek Eelpout,,258,0,,
10370,Moroteuthis robusta,Giant Squid,,51,0,,
10330,Pandalus hypsinotus,Humpback Shrimp,,72,0,,
10471,Hirudinea,Leech Unid,,52,0,,
10065,Lithodidea,Lithoid Crab,,14,0,,
10434,Bivalvia,Mussel Unid,,36,0,,
10553,Paraliparis rosaceus,Pink Snailfish,,859,0,,
10410,Allocentrotus fragilis,Pink Urchin,,56,0,,
10503,Paraliparis deani,Prickly Snailfish,,502,0,,
10411,Strongylocentrotus franciscanus,Red Urchin,,57,0,,
10348,Liparis cyclopus,Ribbon Snailfish,,503,0,,
10349,Liparis rutteri,Ringtail Snailfish,,504,0,,
10440,Bivalvia,Scallop Unid,,42,0,,
10656,Calcaxonia,Sea Fans,,1259,0,,
10527,Aphroditidae,Sea Mouse Unid,,59,0,,
10636,Pennatulacea,Sea Pen/Pansies Unid,,1244,0,,
10531,Octocorallia,Sea Whip/Fan Unid,,58,0,,
10350,Liparis pulchellus,Showy Snailfish,,505,0,,
10332,Pandalopsis dispar,Sidestripe Shrimp,,74,0,,
10504,Liparis fucensis,Slipskin Snailfish,,506,0,,
10637,Sebastomus,Spotted Rockfish Unid,,1245,0,,
10351,Liparis callyodon,Spotted Snailfish,,507,0,,
10373,Solaster,Sunstar Starfish,,24,0,,
10702,TEST,TEST,,2222,0,,
